user_id,product_id,interaction_score
3,1779,6
3,1784,1
3,1792,1
3,1820,1
3,1837,1
3,1857,-5
3,1859,1
3,1868,1
3,1895,1
3,1896,2
3,1904,1
3,1970,2
3,1971,1
3,1972,3
3,1973,7
3,1975,4
3,1976,1
3,1977,1
3,1978,1
3,1980,8
3,1983,3
3,1985,5
3,1990,1
3,1991,1
3,1993,3
3,1997,6
3,1999,2
3,2000,1
3,2001,7
3,2005,6
3,2006,1
3,2010,1
3,2013,10
3,2271,1
3,2303,2
3,2314,4
3,2319,1
4,289,1
4,301,2
4,305,2
4,307,2
4,386,1
4,682,1
4,839,1
4,1149,1
4,1156,1
4,1359,4
4,1364,10
4,1434,1
4,1793,2
4,1918,1
4,1994,1
4,2090,2
4,2091,1
4,2092,1
4,2093,4
4,2094,2
4,2095,-5
4,2096,2
4,2097,6
4,2098,1
4,2099,1
4,2101,6
4,2103,7
4,2104,6
4,2105,3
4,2106,1
4,2108,1
4,2109,6
4,2112,2
4,2115,1
4,2116,6
4,2117,6
4,2118,10
4,2122,6
4,2124,1
4,2125,3
4,2126,4
4,2127,3
4,2128,6
4,2129,3
4,2130,1
4,2131,10
4,2132,2
4,2133,2
4,2134,1
4,2137,3
4,2138,11
4,2142,1
4,2143,11
4,2146,1
4,2147,3
4,2148,1
4,2151,3
4,2152,1
4,2153,2
4,2154,2
4,2155,1
4,2157,1
4,2158,15
4,2159,8
4,2162,7
4,2165,1
4,2166,10
4,2167,6
4,2272,1
4,2277,2
4,2293,1
5,158,2
5,159,1
5,160,2
5,162,2
5,163,2
5,164,1
5,166,1
5,167,6
5,169,4
5,173,1
5,174,2
5,177,8
5,178,1
5,180,4
5,185,4
5,187,6
5,189,1
5,190,2
5,192,14
5,194,3
5,195,3
5,197,6
5,198,6
5,199,4
5,200,10
5,203,1
5,205,1
5,207,2
5,208,2
5,210,4
5,211,2
5,213,5
5,214,1
5,217,6
5,218,3
5,219,2
5,220,2
5,221,3
5,222,10
5,228,2
5,229,1
5,230,5
5,231,3
5,234,1
5,238,1
5,239,1
5,240,11
5,244,1
5,249,6
5,250,6
5,251,3
5,252,3
5,254,2
5,258,1
5,259,1
5,260,3
5,263,10
5,277,1
5,334,2
5,1043,1
5,1124,4
5,1125,2
5,1155,1
5,1361,4
5,1453,6
5,1571,1
5,1934,1
5,2120,1
5,2146,2
5,2278,1
5,2294,1
6,268,2
6,273,1
6,276,2
6,278,1
6,281,2
6,330,1
6,383,1
6,397,2
6,629,6
6,831,10
6,1110,1
6,1146,9
6,1147,7
6,1148,9
6,1149,3
6,1150,19
6,1151,15
6,1152,11
6,1153,10
6,1154,17
6,1155,11
6,1156,15
6,1157,12
6,1158,19
6,1225,1
6,1405,6
6,1991,1
6,2015,1
6,2085,1
6,2128,10
6,2294,2
7,112,1
7,176,4
7,200,2
7,212,1
7,252,2
7,264,1
7,278,2
7,285,10
7,286,1
7,297,1
7,363,1
7,491,2
7,1154,1
7,1388,1
7,1405,6
7,1787,6
7,2014,2
7,2016,6
7,2017,10
7,2018,2
7,2019,1
7,2020,1
7,2021,5
7,2024,2
7,2027,1
7,2029,1
7,2031,7
7,2034,2
7,2035,12
7,2036,3
7,2037,2
7,2038,1
7,2041,1
7,2043,1
7,2044,1
7,2045,1
7,2046,1
7,2047,7
7,2048,4
7,2049,1
7,2050,9
7,2051,1
7,2052,-3
7,2054,3
7,2056,1
7,2059,2
7,2123,1
7,2171,2
7,2179,1
7,2181,2
7,2183,1
7,2185,1
7,2196,2
7,2202,-4
7,2204,4
7,2205,4
7,2206,1
7,2208,3
7,2211,2
7,2212,3
7,2215,1
7,2216,1
7,2217,2
7,2221,1
7,2222,4
7,2224,1
7,2225,1
7,2230,2
7,2240,1
7,2241,1
7,2242,1
7,2245,4
7,2246,2
7,2248,2
7,2249,10
7,2252,1
7,2253,3
7,2257,2
8,302,1
8,304,2
8,307,6
8,309,1
8,311,6
8,312,2
8,313,1
8,314,1
8,316,2
8,317,6
8,318,2
8,320,2
8,322,4
8,323,3
8,328,1
8,330,1
8,331,2
8,333,1
8,334,2
8,335,2
8,337,1
8,338,20
8,339,2
8,342,4
8,343,3
8,346,6
8,347,2
8,348,2
8,349,2
8,350,3
8,351,4
8,352,2
8,353,1
8,358,1
8,359,2
8,360,5
8,361,1
8,362,6
8,364,2
8,366,1
8,367,1
8,368,1
8,1079,10
8,1156,1
8,1334,1
8,1513,1
8,1559,2
8,1708,1
8,1882,1
8,1935,1
8,2011,1
8,2015,6
8,2017,1
8,2021,11
8,2022,8
8,2025,1
8,2026,3
8,2027,2
8,2028,2
8,2031,3
8,2032,1
8,2034,1
8,2035,1
8,2036,1
8,2040,2
8,2044,1
8,2045,1
8,2046,14
8,2047,10
8,2049,10
8,2051,4
8,2052,3
8,2054,1
8,2215,10
8,2252,1
8,2298,2
9,10,4
9,37,1
9,371,2
9,375,1
9,1063,1
9,1077,2
9,1087,1
9,1126,1
9,1138,1
9,1146,2
9,1162,1
9,1165,21
9,1171,2
9,1182,1
9,1193,1
9,1195,1
9,1197,1
9,1198,1
9,1200,4
9,1205,1
9,1214,-4
9,1219,10
9,1221,2
9,1225,1
9,1242,2
9,1246,3
9,1250,1
9,1252,1
9,1255,1
9,1260,1
9,1262,2
9,1268,1
9,1272,1
9,1277,1
9,1279,2
9,1280,2
9,1283,1
9,1286,2
9,1287,1
9,1289,4
9,1291,1
9,1293,1
9,1295,1
9,1297,10
9,1310,1
9,1316,1
9,1322,2
9,1334,2
9,1335,1
9,1339,1
9,1340,1
9,1341,10
9,1347,6
9,1348,1
9,1349,6
9,1366,6
9,1373,1
9,1646,1
9,1675,2
9,1912,4
9,1938,1
9,1996,10
9,1997,10
9,2115,1
9,2174,2
9,2179,1
9,2180,1
9,2182,1
9,2189,2
9,2191,7
9,2192,2
9,2203,2
9,2208,1
9,2211,4
9,2212,1
9,2220,2
9,2222,3
9,2223,2
9,2224,2
9,2227,3
9,2233,1
9,2234,2
9,2238,1
9,2239,1
9,2242,1
9,2243,1
9,2244,6
9,2246,1
9,2250,4
10,250,1
10,352,1
10,407,2
10,610,1
10,1146,1
10,1157,1
10,1160,4
10,1163,3
10,1167,6
10,1170,1
10,1173,1
10,1181,1
10,1183,1
10,1185,1
10,1189,1
10,1192,4
10,1194,2
10,1198,5
10,1202,1
10,1203,1
10,1207,1
10,1213,1
10,1215,1
10,1217,2
10,1228,1
10,1229,6
10,1235,1
10,1249,2
10,1253,1
10,1254,1
10,1257,1
10,1263,1
10,1266,3
10,1272,1
10,1279,1
10,1281,1
10,1287,1
10,1288,2
10,1293,1
10,1296,1
10,1312,1
10,1313,4
10,1321,2
10,1323,3
10,1326,1
10,1329,2
10,1336,1
10,1340,2
10,1348,1
10,1361,1
10,1368,1
10,1941,10
10,1944,2
10,2004,1
10,2020,1
10,2058,2
10,2059,1
10,2060,7
10,2061,4
10,2063,-4
10,2065,1
10,2067,1
10,2068,1
10,2069,4
10,2070,1
10,2072,1
10,2073,4
10,2074,3
10,2075,12
10,2076,1
10,2077,7
10,2080,10
10,2081,1
10,2082,1
10,2083,1
10,2084,1
10,2085,2
10,2088,2
10,2089,1
10,2263,1
10,2300,1
11,69,1
11,153,1
11,224,1
11,260,2
11,310,2
11,315,6
11,656,1
11,1156,6
11,1353,1
11,1368,1
11,1374,1
11,1435,10
11,1599,2
11,1799,2
11,1817,1
11,1952,1
11,1982,10
11,1986,1
11,2075,1
11,2084,6
11,2091,2
11,2094,11
11,2095,3
11,2096,2
11,2097,1
11,2098,2
11,2099,11
11,2100,1
11,2101,1
11,2103,5
11,2105,8
11,2106,7
11,2107,1
11,2108,6
11,2111,1
11,2117,7
11,2119,5
11,2122,5
11,2123,2
11,2126,20
11,2127,6
11,2130,6
11,2131,2
11,2132,1
11,2135,13
11,2136,4
11,2137,5
11,2139,-5
11,2140,1
11,2141,8
11,2142,5
11,2143,4
11,2145,7
11,2146,1
11,2147,1
11,2148,10
11,2150,1
11,2151,1
11,2155,1
11,2156,3
11,2159,1
11,2160,2
11,2161,2
11,2163,1
11,2164,1
11,2165,1
11,2166,2
11,2196,1
11,2293,1
12,302,1
12,370,1
12,379,1
12,401,4
12,523,1
12,628,1
12,674,6
12,1162,1
12,1166,2
12,1167,1
12,1176,1
12,1178,2
12,1180,2
12,1186,1
12,1198,1
12,1202,3
12,1216,1
12,1227,1
12,1231,2
12,1232,4
12,1239,6
12,1243,4
12,1247,6
12,1248,1
12,1258,2
12,1263,1
12,1265,1
12,1267,1
12,1268,1
12,1271,3
12,1273,1
12,1275,4
12,1279,1
12,1283,1
12,1298,1
12,1302,1
12,1305,1
12,1306,1
12,1310,1
12,1326,12
12,1333,1
12,1335,2
12,1340,7
12,1341,10
12,1347,2
12,1355,1
12,1357,1
12,1533,2
12,1956,2
12,1969,10
12,1975,2
12,1976,1
12,1979,1
12,1981,3
12,1984,11
12,1985,1
12,1987,1
12,1988,2
12,1990,2
12,1991,1
12,1993,3
12,1995,2
12,1998,1
12,2000,1
12,2001,1
12,2003,4
12,2004,1
12,2007,2
12,2010,1
12,2011,4
12,2012,10
12,2013,4
12,2033,1
12,2037,1
12,2042,2
12,2163,4
12,2210,1
12,2246,10
12,2289,5
12,2311,1
13,51,1
13,174,6
13,293,1
13,344,10
13,371,17
13,372,5
13,373,5
13,374,2
13,375,10
13,376,16
13,377,3
13,379,2
13,380,12
13,381,1
13,382,8
13,383,3
13,384,1
13,385,2
13,386,1
13,387,2
13,388,6
13,389,9
13,390,8
13,391,7
13,392,3
13,393,3
13,394,9
13,395,9
13,396,2
13,397,10
13,398,10
13,400,14
13,401,8
13,402,9
13,403,1
13,1098,1
13,1331,2
13,1416,1
13,1429,2
13,1617,1
13,1986,1
13,1999,2
13,2066,4
13,2084,10
13,2085,-5
13,2110,1
13,2142,10
13,2266,1
13,2300,1
13,2320,2
14,24,2
14,149,4
14,157,2
14,165,1
14,166,2
14,167,1
14,169,1
14,170,2
14,172,2
14,173,2
14,180,1
14,181,1
14,184,1
14,186,1
14,190,2
14,191,1
14,203,2
14,209,1
14,211,1
14,212,1
14,214,1
14,221,1
14,222,1
14,223,1
14,224,1
14,226,1
14,227,1
14,228,2
14,235,1
14,237,1
14,240,1
14,244,4
14,246,6
14,249,4
14,251,2
14,253,2
14,255,1
14,261,1
14,263,2
14,372,4
14,441,1
14,671,2
14,1061,1
14,1077,2
14,1086,1
14,1147,1
14,1187,1
14,1699,1
14,1943,1
14,2010,10
14,2014,2
14,2015,2
14,2017,1
14,2020,6
14,2023,21
14,2024,1
14,2025,1
14,2026,1
14,2027,7
14,2029,1
14,2033,6
14,2034,4
14,2035,10
14,2036,10
14,2038,1
14,2041,1
14,2042,3
14,2045,2
14,2047,4
14,2048,1
14,2049,2
14,2050,1
14,2051,2
14,2052,1
14,2053,5
14,2054,1
14,2135,1
14,2261,2
14,2318,1
15,134,1
15,214,1
15,288,1
15,373,1
15,453,4
15,595,1
15,959,1
15,1085,1
15,1361,4
15,1372,2
15,1393,2
15,1631,10
15,1633,4
15,1639,1
15,1640,4
15,1648,1
15,1656,1
15,1657,1
15,1662,2
15,1670,1
15,1672,2
15,1681,2
15,1682,1
15,1686,1
15,1688,1
15,1691,3
15,1694,1
15,1698,2
15,1699,2
15,1704,1
15,1722,1
15,1724,2
15,1725,1
15,1726,2
15,1733,7
15,1740,1
15,1742,2
15,1748,5
15,1749,1
15,1753,1
15,1758,1
15,1759,3
15,1762,1
15,1764,1
15,1766,2
15,1767,1
15,1768,1
15,1771,2
15,1777,1
15,1785,1
15,1790,1
15,1792,1
15,1803,1
15,1814,2
15,1817,10
15,1821,6
15,1823,2
15,1836,1
15,1839,1
15,1850,10
15,1852,1
15,1853,3
15,1856,1
15,1857,1
15,1859,1
15,1863,1
15,1867,4
15,1871,4
15,1876,2
15,1880,8
15,1881,1
15,1882,1
15,1885,1
15,1900,2
15,1905,1
15,1912,1
15,1956,2
15,1969,1
15,1997,1
15,2000,4
15,2020,2
15,2059,6
15,2121,1
15,2130,1
15,2143,1
15,2212,6
15,2266,1
16,165,4
16,219,1
16,228,12
16,298,2
16,396,4
16,1148,1
16,1351,6
16,1359,1
16,1364,1
16,1542,1
16,1920,1
16,1940,1
16,1974,1
16,1990,1
16,2070,1
16,2182,1
16,2281,6
16,2292,4
16,2293,12
16,2294,3
16,2295,13
16,2296,11
16,2297,1
16,2298,3
16,2299,2
16,2300,6
16,2301,4
16,2302,3
16,2303,7
16,2304,11
16,2305,6
16,2306,1
16,2307,-3
16,2308,3
16,2309,4
16,2310,18
16,2311,6
16,2312,6
16,2314,4
16,2315,4
16,2316,5
16,2317,4
16,2318,1
16,2319,3
16,2320,2
16,2321,7
17,39,1
17,147,1
17,216,1
17,272,1
17,323,1
17,348,1
17,382,1
17,1113,6
17,1207,1
17,1366,-5
17,1473,1
17,1761,2
17,1928,1
17,2151,1
17,2183,1
17,2235,4
17,2257,1
17,2261,2
17,2262,13
17,2263,3
17,2265,6
17,2267,5
17,2268,5
17,2269,3
17,2270,2
17,2271,3
17,2272,8
17,2273,4
17,2274,16
17,2276,6
17,2277,2
17,2279,6
17,2280,3
17,2281,13
17,2282,3
17,2283,5
17,2284,18
17,2285,2
17,2286,5
17,2287,6
17,2288,30
17,2289,4
17,2290,2
17,2309,1
18,56,1
18,99,1
18,276,1
18,358,1
18,1066,2
18,1353,1
18,1354,1
18,1389,2
18,1422,6
18,1470,1
18,1594,6
18,1676,1
18,1712,1
18,1829,1
18,1914,2
18,1916,5
18,1920,3
18,1923,3
18,1926,1
18,1927,2
18,1930,3
18,1931,10
18,1933,3
18,1934,2
18,1938,6
18,1940,5
18,1941,1
18,1942,3
18,1943,1
18,1944,1
18,1945,1
18,1948,1
18,1951,1
18,1952,10
18,1953,10
18,1958,2
18,1960,1
18,1961,2
18,1963,1
18,1965,2
18,2003,1
18,2060,1
18,2094,1
18,2115,2
18,2155,1
18,2170,2
18,2261,1
18,2263,4
18,2264,2
18,2265,10
18,2267,7
18,2269,14
18,2274,3
18,2275,2
18,2276,1
18,2277,1
18,2278,1
18,2279,2
18,2280,4
18,2281,5
18,2282,3
18,2283,1
18,2284,14
18,2285,3
18,2286,5
18,2287,2
18,2288,10
18,2289,1
18,2293,1
19,121,2
19,247,1
19,264,14
19,265,3
19,266,1
19,267,6
19,268,5
19,269,14
19,270,3
19,271,1
19,272,19
19,273,2
19,274,8
19,275,9
19,276,7
19,277,7
19,278,1
19,279,4
19,280,7
19,281,4
19,282,17
19,283,3
19,284,5
19,285,14
19,286,9
19,287,3
19,393,1
19,786,1
19,1212,4
19,1370,2
19,1485,1
19,1859,1
19,2002,2
19,2035,1
19,2111,1
19,2288,2
19,2306,1
20,192,4
20,291,1
20,303,1
20,305,10
20,341,1
20,395,1
20,597,1
20,1154,1
20,1367,2
20,1383,1
20,1430,6
20,1494,4
20,1533,1
20,1956,2
20,1964,2
20,1979,1
20,2030,1
20,2062,2
20,2124,2
20,2171,1
20,2174,1
20,2178,1
20,2181,1
20,2182,1
20,2186,3
20,2188,11
20,2189,10
20,2190,1
20,2191,1
20,2193,1
20,2194,2
20,2197,1
20,2198,1
20,2199,4
20,2200,1
20,2201,7
20,2202,1
20,2203,3
20,2204,2
20,2209,2
20,2210,2
20,2211,1
20,2213,2
20,2214,2
20,2215,2
20,2217,1
20,2218,1
20,2220,3
20,2221,1
20,2222,1
20,2224,1
20,2225,5
20,2230,1
20,2232,1
20,2233,7
20,2234,3
20,2235,1
20,2236,1
20,2239,10
20,2240,1
20,2241,2
20,2242,3
20,2243,7
20,2246,2
20,2249,5
20,2250,1
20,2251,1
20,2253,1
20,2254,5
20,2255,4
20,2256,6
20,2257,1
20,2258,2
20,2259,1
20,2260,1
20,2282,1
20,2297,1
20,2305,1
21,42,1
21,52,1
21,132,4
21,179,2
21,270,1
21,288,7
21,289,20
21,290,4
21,291,6
21,292,13
21,293,2
21,294,10
21,295,2
21,296,9
21,297,8
21,298,21
21,299,12
21,300,22
21,301,3
21,302,3
21,303,13
21,304,6
21,305,3
21,1147,1
21,1177,6
21,1361,2
21,1401,1
21,1412,2
21,1495,4
21,1532,4
21,2007,6
21,2029,1
21,2036,1
21,2244,2
21,2293,1
22,94,2
22,264,2
22,269,1
22,301,-5
22,353,6
22,376,1
22,385,10
22,1152,2
22,1354,2
22,1355,1
22,1553,2
22,1760,2
22,1996,1
22,1997,4
22,2016,1
22,2030,1
22,2086,4
22,2136,1
22,2186,1
22,2291,13
22,2292,1
22,2293,2
22,2294,1
22,2295,2
22,2296,10
22,2297,4
22,2298,1
22,2299,4
22,2300,8
22,2301,1
22,2302,4
22,2303,5
22,2304,9
22,2305,8
22,2306,5
22,2307,16
22,2308,7
22,2309,3
22,2310,7
22,2311,1
22,2312,2
22,2313,1
22,2314,7
22,2315,10
22,2317,-5
22,2318,7
22,2319,-1
22,2320,20
22,2321,5
23,50,1
23,267,2
23,278,1
23,279,1
23,282,1
23,291,1
23,298,1
23,305,1
23,334,1
23,348,1
23,385,2
23,1091,1
23,1146,2
23,1150,2
23,1166,1
23,1182,2
23,1186,1
23,1191,2
23,1200,1
23,1201,1
23,1217,1
23,1229,2
23,1234,1
23,1246,10
23,1259,5
23,1262,6
23,1273,4
23,1285,1
23,1313,6
23,1326,1
23,1338,1
23,1344,2
23,1350,2
23,1352,9
23,1353,4
23,1354,1
23,1355,11
23,1357,2
23,1358,2
23,1359,2
23,1363,2
23,1364,7
23,1365,2
23,1366,3
23,1368,1
23,1369,6
23,1396,2
23,1437,1
23,1914,1
23,1918,7
23,1919,1
23,1920,2
23,1921,1
23,1923,1
23,1925,1
23,1926,1
23,1930,6
23,1931,1
23,1933,1
23,1938,9
23,1941,1
23,1942,1
23,1943,6
23,1944,1
23,1945,6
23,1946,1
23,1948,1
23,1954,6
23,1956,1
23,1957,1
23,1960,1
23,1963,1
23,1964,2
23,1967,2
23,2026,4
23,2055,2
23,2157,10
23,2159,1
23,2164,2
23,2291,1
23,2300,6
23,2308,1
24,292,1
24,298,1
24,745,1
24,1170,1
24,1400,2
24,1484,2
24,1560,1
24,1909,6
24,2014,2
24,2015,4
24,2016,2
24,2017,2
24,2018,3
24,2019,7
24,2020,8
24,2021,3
24,2022,4
24,2023,3
24,2024,10
24,2025,-1
24,2026,6
24,2027,3
24,2028,7
24,2030,4
24,2034,1
24,2035,1
24,2036,2
24,2037,8
24,2038,4
24,2039,2
24,2040,5
24,2041,4
24,2042,10
24,2043,2
24,2044,3
24,2045,2
24,2046,2
24,2047,-4
24,2048,12
24,2049,3
24,2050,4
24,2051,3
24,2052,6
24,2053,1
24,2054,3
24,2055,1
24,2056,9
24,2057,2
24,2103,1
24,2195,1
24,2272,2
24,2292,2
24,2315,1
25,278,1
25,297,1
25,307,2
25,308,5
25,309,1
25,313,4
25,314,1
25,315,4
25,319,4
25,322,4
25,323,2
25,324,1
25,327,2
25,329,1
25,331,1
25,335,1
25,336,2
25,338,1
25,345,2
25,349,2
25,350,3
25,351,2
25,353,1
25,356,12
25,357,2
25,360,1
25,364,2
25,368,6
25,397,6
25,531,4
25,1100,2
25,1150,4
25,1152,2
25,1156,1
25,1329,1
25,1356,1
25,1621,1
25,1668,1
25,1862,1
25,1913,10
25,1914,1
25,1915,1
25,1916,2
25,1917,5
25,1918,10
25,1919,1
25,1920,7
25,1921,1
25,1925,11
25,1928,2
25,1929,1
25,1933,4
25,1934,1
25,1935,1
25,1938,4
25,1939,16
25,1941,1
25,1942,1
25,1944,2
25,1945,1
25,1947,3
25,1949,12
25,1950,2
25,1951,1
25,1953,1
25,1955,1
25,1956,6
25,1958,3
25,1959,1
25,1961,2
25,1962,1
25,1964,14
25,1966,1
25,2028,2
25,2082,1
25,2099,1
25,2266,2
26,1,2
26,8,1
26,13,1
26,16,1
26,24,1
26,30,4
26,32,1
26,38,1
26,41,1
26,51,10
26,52,1
26,53,1
26,75,2
26,78,1
26,80,2
26,85,2
26,102,1
26,103,11
26,114,6
26,121,1
26,124,2
26,128,6
26,130,1
26,139,1
26,146,2
26,149,5
26,150,1
26,152,1
26,154,1
26,213,1
26,238,6
26,281,2
26,294,2
26,305,1
26,396,1
26,402,1
26,1101,1
26,1151,1
26,1153,1
26,1155,6
26,1157,1
26,1350,1
26,1351,1
26,1353,3
26,1354,2
26,1357,2
26,1358,2
26,1360,4
26,1361,-4
26,1362,10
26,1363,12
26,1364,12
26,1366,1
26,1367,4
26,1368,2
26,1369,1
26,1370,6
26,1392,2
26,1463,1
26,1577,1
26,1906,2
26,1969,10
26,1970,1
26,1973,1
26,1975,2
26,1978,1
26,1981,1
26,1982,1
26,1983,4
26,1984,4
26,1985,8
26,1987,1
26,1989,1
26,1992,1
26,1995,1
26,1996,10
26,1997,2
26,1998,1
26,2000,1
26,2004,1
26,2010,1
26,2011,10
26,2012,2
26,2023,1
26,2135,1
26,2284,1
27,26,1
27,122,2
27,133,1
27,160,1
27,163,4
27,166,1
27,167,1
27,171,1
27,173,1
27,177,6
27,182,2
27,186,2
27,190,1
27,194,1
27,198,1
27,200,2
27,204,1
27,210,3
27,211,1
27,213,1
27,214,1
27,216,4
27,217,2
27,222,1
27,223,11
27,224,2
27,227,1
27,229,1
27,231,4
27,233,1
27,234,1
27,235,11
27,238,2
27,245,1
27,246,2
27,250,2
27,251,1
27,300,2
27,824,2
27,930,1
27,1384,4
27,1529,2
27,1543,2
27,1630,1
27,1643,2
27,1644,1
27,1647,1
27,1650,1
27,1659,1
27,1672,1
27,1677,1
27,1688,1
27,1695,1
27,1703,2
27,1711,2
27,1714,8
27,1716,1
27,1723,1
27,1729,2
27,1730,2
27,1741,4
27,1749,1
27,1754,1
27,1761,1
27,1762,2
27,1774,1
27,1783,1
27,1784,1
27,1785,1
27,1788,2
27,1805,-5
27,1833,1
27,1841,1
27,1846,1
27,1851,3
27,1860,1
27,1861,1
27,1863,1
27,1888,1
27,1905,6
27,1929,2
27,1958,1
27,1968,4
27,2008,10
27,2024,2
27,2086,6
27,2120,1
27,2276,2
28,160,2
28,293,1
28,324,2
28,373,2
28,400,2
28,841,2
28,1074,1
28,1124,6
28,1887,1
28,1917,2
28,1918,2
28,1919,4
28,1920,12
28,1921,1
28,1922,3
28,1923,2
28,1924,6
28,1926,5
28,1927,4
28,1928,1
28,1930,1
28,1932,15
28,1933,1
28,1934,1
28,1935,2
28,1936,6
28,1937,2
28,1938,16
28,1940,4
28,1942,1
28,1946,2
28,1947,9
28,1948,2
28,1949,8
28,1951,2
28,1954,11
28,1955,1
28,1956,4
28,1957,4
28,1958,5
28,1959,9
28,1960,5
28,1961,1
28,1962,6
28,1963,3
28,1964,12
28,1965,1
28,1966,6
28,1967,3
28,1968,1
28,2033,1
28,2165,6
28,2175,1
28,2198,1
28,2242,1
28,2249,1
28,2264,1
28,2285,1
28,2309,5
29,193,1
29,215,1
29,278,1
29,343,1
29,360,1
29,393,10
29,409,1
29,422,1
29,425,2
29,429,4
29,433,4
29,445,1
29,458,2
29,461,1
29,468,1
29,475,1
29,478,1
29,493,1
29,501,1
29,520,-5
29,522,1
29,524,1
29,535,1
29,538,1
29,540,2
29,561,1
29,564,-4
29,566,5
29,578,2
29,598,10
29,599,1
29,606,1
29,607,3
29,609,1
29,620,1
29,625,1
29,638,1
29,641,2
29,651,10
29,662,1
29,669,1
29,684,6
29,700,1
29,702,10
29,709,1
29,718,2
29,732,3
29,749,3
29,754,1
29,763,1
29,769,6
29,779,1
29,781,2
29,792,2
29,795,10
29,822,1
29,829,1
29,856,6
29,879,1
29,881,6
29,883,1
29,890,1
29,892,1
29,895,1
29,898,1
29,899,1
29,903,1
29,904,2
29,912,1
29,916,1
29,918,1
29,921,1
29,922,1
29,925,2
29,937,1
29,946,2
29,949,1
29,950,1
29,976,1
29,1002,6
29,1008,1
29,1018,1
29,1023,1
29,1033,1
29,1035,2
29,1037,2
29,1098,1
29,1413,1
29,1459,10
29,1975,1
29,1985,2
29,2016,1
29,2028,1
29,2073,1
29,2079,2
30,6,1
30,10,2
30,12,1
30,26,2
30,28,1
30,30,6
30,37,1
30,38,1
30,42,1
30,45,1
30,47,-5
30,49,1
30,51,1
30,52,1
30,54,1
30,55,2
30,57,1
30,66,1
30,72,1
30,79,4
30,81,1
30,85,1
30,86,2
30,87,2
30,92,1
30,97,1
30,107,6
30,108,1
30,112,4
30,116,1
30,120,1
30,125,10
30,129,2
30,130,1
30,131,3
30,138,1
30,143,2
30,145,1
30,152,2
30,153,1
30,372,4
30,376,1
30,391,1
30,428,1
30,448,4
30,469,1
30,488,1
30,489,1
30,507,1
30,532,2
30,540,1
30,554,1
30,579,2
30,603,2
30,605,6
30,607,2
30,613,1
30,615,1
30,622,2
30,637,1
30,664,1
30,685,1
30,688,2
30,722,1
30,729,1
30,732,1
30,756,1
30,757,1
30,758,2
30,772,1
30,822,2
30,831,2
30,839,4
30,842,2
30,885,1
30,932,2
30,948,1
30,966,1
30,968,1
30,980,1
30,993,10
30,1098,1
30,1157,1
30,1605,1
30,1782,2
