user_id,age,preferred_min_price,preferred_max_price,preferred_categories,preferred_rating
75,48,2590.0,3290.0,WORKWEARNEW,4.2
76,27,2590.0,3990.0,WAISTCOATS_GILETS|T-SHIRTS_SWEATSHIRTS,4.2
77,24,990.0,2290.0,PERFUMESNEW,4.2
78,47,2890.0,4390.0,KNITWEAR|LOUNGEWEARNEW,4.5
79,22,2590.0,3290.0,SHOES|BLAZERS,3.6
80,33,2990.0,4990.0,LOUNGEWEARNEW,4.4
81,46,1890.0,5590.0,SKIRTS|JACKETS,3.8
82,23,3990.0,5490.0,PERFUMESNEW,3.7
83,39,3290.0,3990.0,SPECIAL PRICES|PERFUMESNEW|KNITWEAR,4.6
84,55,3290.0,4990.0,LOUNGEWEARNEW|SHIRTS,4.4
85,22,2590.0,4090.0,JEANS|BASICS|CO-ORD SETS,4.2
86,49,5990.0,8990.0,ACCESSORIES_JEWELLERY|PERFUMESNEW,3.9
87,52,2290.0,4990.0,KNITWEAR|DRESSES_JUMPSUITS,4.4
88,51,1890.0,3290.0,JEANS,3.8
89,43,990.0,3290.0,ACCESSORIES_JEWELLERY|BASICS,4.3
90,19,1990.0,3290.0,SHORTS_SKORTS,3.8
91,25,3290.0,4790.0,TOPS_BODYSUITS,4.6
92,19,3990.0,7590.0,ACCESSORIES_JEWELLERY|TROUSERS,4.2
93,20,2990.0,4490.0,CO-ORD SETS|WAISTCOATS_GILETS,4.5
94,19,2990.0,5590.0,BASICS|SPECIAL PRICES|TOPS_BODYSUITS,3.7
95,46,2990.0,4490.0,SKIRTS,4.3
96,28,990.0,5990.0,BEAUTY|JEANS|T-SHIRTS_SWEATSHIRTS,4.4
97,19,990.0,1590.0,SHIRTS|PERFUMESNEW|SHORTS_SKORTS,4.6
98,24,2890.0,3990.0,BEAUTY|JEANS,4.7
99,39,3290.0,3990.0,T-SHIRTS_SWEATSHIRTS|PERFUMESNEW,3.7
100,42,2990.0,4490.0,LOUNGEWEARNEW|KNITWEAR|DRESSES_JUMPSUITS,4.6
101,33,3290.0,4790.0,LOUNGEWEARNEW,4.1
102,28,3990.0,5990.0,WORKWEARNEW,3.9
103,42,1990.0,4990.0,T-SHIRTS_SWEATSHIRTS,4.0
104,40,3990.0,5490.0,TOPS_BODYSUITS,3.9
105,36,4990.0,5990.0,DRESSES_JUMPSUITS,3.8
106,42,2590.0,5990.0,JACKETS|SHIRTS,4.3
107,38,4990.0,5990.0,CO-ORD SETS,4.0
108,45,2590.0,3290.0,PERFUMESNEW|JACKETS,4.6
109,29,3290.0,5990.0,SPECIAL PRICES|T-SHIRTS_SWEATSHIRTS|LOUNGEWEARNEW,4.5
110,49,3290.0,4790.0,BASICS|ACCESSORIES_JEWELLERY,3.6
111,24,5590.0,7090.0,SHIRTS,3.9
112,50,2590.0,6990.0,ACCESSORIES_JEWELLERY|TOPS_BODYSUITS,3.9
113,22,790.0,3290.0,CO-ORD SETS,3.9
114,44,3990.0,5490.0,WAISTCOATS_GILETS|BAGS|KNITWEAR,4.3
115,18,4990.0,5590.0,WAISTCOATS_GILETS,3.8
116,49,2290.0,2990.0,KNITWEAR|BEAUTY,4.7
117,23,690.0,3290.0,BLAZERS|TOPS_BODYSUITS,4.0
118,46,2990.0,4490.0,JACKETS,4.0
119,52,3990.0,4990.0,BEAUTY|TROUSERS,3.6
120,36,2990.0,4490.0,BLAZERS,4.2
121,50,2990.0,3990.0,BAGS|ACCESSORIES_JEWELLERY,4.3
122,20,1090.0,3990.0,JEANS|SHORTS_SKORTS,3.9
123,36,2990.0,4490.0,TOPS_BODYSUITS|JACKETS,4.4
124,50,1890.0,4990.0,LOUNGEWEARNEW|JACKETS|KNITWEAR,3.9
125,33,1990.0,4990.0,T-SHIRTS_SWEATSHIRTS|PERFUMESNEW,4.6
126,25,2590.0,4990.0,BEAUTY|JEANS,3.5
127,18,1590.0,2290.0,KNITWEAR|WORKWEARNEW|SHOES,3.8
128,41,2890.0,7590.0,PERFUMESNEW|SHOES,4.1
129,54,3290.0,11990.0,SHOES|TROUSERS,4.4
130,39,2990.0,3990.0,BAGS|BASICS|PERFUMESNEW,4.3
131,46,3290.0,5990.0,BEAUTY|WAISTCOATS_GILETS|BASICS,3.9
132,47,1590.0,3290.0,DRESSES_JUMPSUITS,4.1
133,48,3290.0,4790.0,KNITWEAR|T-SHIRTS_SWEATSHIRTS|JACKETS,3.6
134,49,2590.0,3290.0,T-SHIRTS_SWEATSHIRTS|PERFUMESNEW,3.5
135,22,1990.0,8590.0,WAISTCOATS_GILETS,4.3
136,46,5990.0,7490.0,T-SHIRTS_SWEATSHIRTS|SHOES,4.5
137,41,3290.0,8990.0,TROUSERS,4.5
138,43,2990.0,5590.0,WAISTCOATS_GILETS,3.5
139,43,790.0,1990.0,SKIRTS,3.8
140,40,4990.0,6990.0,LOUNGEWEARNEW|JACKETS|T-SHIRTS_SWEATSHIRTS,4.0
141,25,1590.0,2990.0,SHIRTS,3.6
142,48,3990.0,5990.0,KNITWEAR,4.7
143,23,2990.0,4990.0,T-SHIRTS_SWEATSHIRTS,4.2
144,52,3290.0,3990.0,SPECIAL PRICES|T-SHIRTS_SWEATSHIRTS|SHORTS_SKORTS,4.1
145,20,2590.0,3990.0,BASICS,3.7
146,42,3290.0,7590.0,DRESSES_JUMPSUITS,3.9
147,46,3290.0,4990.0,TROUSERS,4.1
148,26,1990.0,4990.0,JACKETS,3.9
149,42,2290.0,2990.0,PERFUMESNEW|DRESSES_JUMPSUITS|WORKWEARNEW,3.9
150,23,3290.0,4790.0,DRESSES_JUMPSUITS,4.5
151,48,2590.0,3990.0,BAGS,4.4
152,55,3290.0,3990.0,TOPS_BODYSUITS,4.3
153,25,3290.0,5990.0,TROUSERS|SHORTS_SKORTS,4.2
154,54,3290.0,4790.0,KNITWEAR,4.1
155,54,2290.0,5990.0,BEAUTY,3.6
156,20,2990.0,4490.0,BAGS,4.0
157,22,1590.0,3290.0,DRESSES_JUMPSUITS|SPECIAL PRICES,4.0
158,25,2990.0,4490.0,TROUSERS,3.9
159,18,3290.0,5990.0,CO-ORD SETS,3.6
160,30,1590.0,3290.0,BASICS|BEAUTY|ACCESSORIES_JEWELLERY,4.0
161,30,3290.0,3990.0,KNITWEAR|TOPS_BODYSUITS,3.8
162,30,3290.0,4790.0,SKIRTS|TOPS_BODYSUITS,4.6
163,45,3290.0,4990.0,LOUNGEWEARNEW,3.7
164,52,1590.0,5990.0,JACKETS,3.5
165,22,4990.0,6490.0,T-SHIRTS_SWEATSHIRTS,4.2
166,40,1890.0,3290.0,BAGS,4.5
167,41,1890.0,4990.0,DRESSES_JUMPSUITS,3.7
168,52,3290.0,3990.0,TOPS_BODYSUITS|WAISTCOATS_GILETS,4.0
169,48,2290.0,5990.0,WORKWEARNEW|TROUSERS,3.9
170,33,2290.0,3990.0,SHOES|BASICS,3.9
171,31,2290.0,4990.0,TOPS_BODYSUITS,3.5
172,44,2890.0,4390.0,SHORTS_SKORTS,4.4
173,40,790.0,5990.0,BASICS,3.7
174,24,1890.0,2990.0,SHORTS_SKORTS,4.1
175,40,2290.0,3990.0,WAISTCOATS_GILETS|ACCESSORIES_JEWELLERY|CO-ORD SETS,3.7
176,28,2990.0,5590.0,KNITWEAR|BAGS|TOPS_BODYSUITS,3.6
177,49,3290.0,5990.0,DRESSES_JUMPSUITS|BASICS,3.5
178,27,1890.0,2990.0,BEAUTY|CO-ORD SETS,4.2
179,45,2990.0,4490.0,PERFUMESNEW|JEANS,4.2
180,37,2590.0,4090.0,WORKWEARNEW|SKIRTS,3.5
181,21,4990.0,5990.0,PERFUMESNEW|JACKETS,4.6
182,23,2590.0,3990.0,BEAUTY,4.7
183,50,2990.0,5990.0,SKIRTS,4.6
184,45,3290.0,7590.0,JACKETS,4.6
185,46,2290.0,3290.0,KNITWEAR,4.4
186,52,2590.0,5990.0,SHIRTS|TROUSERS,4.5
187,46,3290.0,4990.0,BASICS|LOUNGEWEARNEW,3.5
188,32,1990.0,2590.0,TROUSERS|JACKETS|T-SHIRTS_SWEATSHIRTS,3.9
189,40,990.0,4990.0,SHIRTS|PERFUMESNEW,4.6
190,32,4990.0,7590.0,BLAZERS|BAGS,3.7
191,30,1590.0,3290.0,DRESSES_JUMPSUITS,4.6
192,46,2890.0,5990.0,BLAZERS,4.6
193,25,3290.0,3990.0,LOUNGEWEARNEW,4.1
194,36,1590.0,2590.0,CO-ORD SETS|KNITWEAR,4.7
195,27,2890.0,4390.0,SHORTS_SKORTS|LOUNGEWEARNEW,3.9
196,55,2290.0,4990.0,DRESSES_JUMPSUITS|TROUSERS,4.7
197,39,3290.0,4990.0,KNITWEAR|BAGS|PERFUMESNEW,3.6
198,24,2590.0,3290.0,SHOES|SKIRTS,3.8
199,40,3290.0,4990.0,BASICS,4.4
200,33,2990.0,4990.0,TOPS_BODYSUITS,4.4
201,22,3290.0,4990.0,ACCESSORIES_JEWELLERY|BLAZERS,4.6
202,50,3990.0,5590.0,JEANS,3.7
203,27,3990.0,4990.0,BAGS,4.4
204,27,3290.0,5990.0,PERFUMESNEW|SPECIAL PRICES|TOPS_BODYSUITS,3.8
205,51,2990.0,4490.0,ACCESSORIES_JEWELLERY,4.4
206,38,2290.0,4990.0,LOUNGEWEARNEW|CO-ORD SETS,4.0
207,54,1290.0,5590.0,JACKETS,4.1
208,27,2290.0,4990.0,BASICS|JEANS|BEAUTY,3.5
209,30,990.0,1890.0,BEAUTY,4.2
210,25,2990.0,4490.0,WAISTCOATS_GILETS|JEANS,4.7
211,23,2990.0,3990.0,SPECIAL PRICES|T-SHIRTS_SWEATSHIRTS,4.6
212,31,1890.0,3390.0,SHIRTS,4.5
213,26,2590.0,4090.0,BAGS|SPECIAL PRICES,4.6
214,18,3290.0,4790.0,DRESSES_JUMPSUITS,4.7
215,35,4990.0,6490.0,TROUSERS,3.7
216,32,2990.0,4490.0,T-SHIRTS_SWEATSHIRTS,4.6
217,35,3290.0,5990.0,KNITWEAR,4.3
218,31,1890.0,2990.0,BAGS|LOUNGEWEARNEW,3.7
219,35,1990.0,8590.0,WAISTCOATS_GILETS|TOPS_BODYSUITS,4.6
220,43,2990.0,4490.0,WORKWEARNEW|CO-ORD SETS,3.9
221,39,990.0,8590.0,JACKETS|SHORTS_SKORTS|SPECIAL PRICES,4.4
222,42,2990.0,4990.0,TROUSERS|SKIRTS,3.9
223,22,3290.0,3990.0,LOUNGEWEARNEW,3.6
224,18,3290.0,4790.0,BASICS|SHORTS_SKORTS,3.9
225,50,3990.0,8990.0,BEAUTY,3.8
226,23,3290.0,4990.0,BEAUTY|BASICS,3.8
227,38,4990.0,5990.0,TROUSERS|WAISTCOATS_GILETS,4.3
228,30,1890.0,3990.0,SHIRTS|SPECIAL PRICES|PERFUMESNEW,4.7
229,18,1890.0,3290.0,KNITWEAR,4.0
230,50,2590.0,4090.0,JACKETS|TROUSERS|SHIRTS,3.9
231,30,2990.0,3990.0,LOUNGEWEARNEW|SHORTS_SKORTS,3.8
232,46,2290.0,3290.0,TROUSERS|WAISTCOATS_GILETS|DRESSES_JUMPSUITS,4.4
233,27,2990.0,8590.0,BASICS|LOUNGEWEARNEW,4.3
234,40,3290.0,4790.0,DRESSES_JUMPSUITS,4.0
235,50,3990.0,5990.0,SHORTS_SKORTS,3.7
236,48,4990.0,5990.0,ACCESSORIES_JEWELLERY,4.5
237,22,1790.0,3990.0,SKIRTS,4.0
238,41,4990.0,7590.0,BLAZERS|WAISTCOATS_GILETS|CO-ORD SETS,4.6
239,28,1990.0,5990.0,WAISTCOATS_GILETS|BAGS|SHIRTS,4.6
240,24,2290.0,2990.0,KNITWEAR|BASICS,4.0
241,42,2990.0,4490.0,PERFUMESNEW|CO-ORD SETS,4.7
242,55,1890.0,2890.0,BASICS|LOUNGEWEARNEW|ACCESSORIES_JEWELLERY,3.9
243,43,1590.0,8590.0,KNITWEAR|BEAUTY,3.9
244,33,2990.0,6990.0,SHORTS_SKORTS|TOPS_BODYSUITS,3.9
245,51,4990.0,5990.0,T-SHIRTS_SWEATSHIRTS|SKIRTS,3.7
246,20,2290.0,3290.0,BASICS|JACKETS|TOPS_BODYSUITS,3.6
247,47,3990.0,4990.0,BAGS,3.5
248,23,1590.0,3290.0,TOPS_BODYSUITS|SKIRTS,4.5
249,21,2890.0,4390.0,WORKWEARNEW|PERFUMESNEW,4.0
250,37,3990.0,4990.0,CO-ORD SETS|SHIRTS,4.4
251,25,3290.0,3990.0,JEANS|DRESSES_JUMPSUITS,4.4
252,24,2290.0,4990.0,SPECIAL PRICES,3.7
253,23,690.0,3290.0,BAGS|JEANS,4.3
254,51,3990.0,4990.0,WAISTCOATS_GILETS,4.7
255,28,2990.0,4990.0,BLAZERS|SHOES|KNITWEAR,4.4
256,45,2590.0,4990.0,SHIRTS|SKIRTS,3.5
257,36,590.0,3990.0,WAISTCOATS_GILETS,3.8
258,49,1990.0,3290.0,CO-ORD SETS,4.2
259,37,2990.0,7590.0,SPECIAL PRICES,3.9
260,18,3290.0,3990.0,SHOES|SHORTS_SKORTS,3.8
261,35,790.0,2590.0,T-SHIRTS_SWEATSHIRTS|SHOES|SKIRTS,4.1
262,25,690.0,4990.0,BAGS|JACKETS|KNITWEAR,4.3
263,25,2890.0,4990.0,TROUSERS,4.0
264,50,3290.0,11990.0,BAGS,3.9
265,31,1590.0,3090.0,CO-ORD SETS,3.8
266,53,1990.0,3490.0,JEANS|BLAZERS,3.6
267,41,3290.0,3990.0,BAGS,3.6
268,55,6990.0,10990.0,TROUSERS|SKIRTS|BASICS,3.6
269,54,3290.0,3990.0,BAGS,4.2
270,36,3290.0,4790.0,TROUSERS|BEAUTY,4.1
271,22,2290.0,3290.0,TROUSERS|T-SHIRTS_SWEATSHIRTS|JACKETS,3.9
272,50,5990.0,7490.0,WORKWEARNEW,4.2
273,34,3290.0,4990.0,SHORTS_SKORTS,4.3
274,35,5990.0,7590.0,SPECIAL PRICES|WORKWEARNEW|TROUSERS,4.2
275,30,4990.0,9590.0,SHORTS_SKORTS|DRESSES_JUMPSUITS,3.9
276,24,3290.0,3990.0,PERFUMESNEW,4.4
277,39,5590.0,7090.0,TOPS_BODYSUITS,4.4
278,53,2590.0,3290.0,PERFUMESNEW,4.2
279,32,2590.0,4090.0,WAISTCOATS_GILETS|BAGS,4.6
280,43,2290.0,2990.0,WAISTCOATS_GILETS|ACCESSORIES_JEWELLERY,4.2
281,50,3290.0,7590.0,JACKETS,4.1
282,30,2990.0,6990.0,KNITWEAR|ACCESSORIES_JEWELLERY,4.6
283,28,1890.0,2590.0,TOPS_BODYSUITS,3.7
284,54,3290.0,5990.0,LOUNGEWEARNEW|BEAUTY,4.7
285,32,2590.0,4090.0,T-SHIRTS_SWEATSHIRTS|WAISTCOATS_GILETS|BEAUTY,3.6
286,55,1890.0,2990.0,WORKWEARNEW|LOUNGEWEARNEW,4.2
287,33,490.0,3990.0,WAISTCOATS_GILETS,3.6
288,29,2590.0,6990.0,TOPS_BODYSUITS|BLAZERS,4.5
289,35,2290.0,3290.0,WAISTCOATS_GILETS,4.3
290,32,2290.0,3290.0,SHOES,4.2
291,37,3290.0,4790.0,SHIRTS,3.8
292,31,3290.0,4990.0,SHIRTS,3.6
293,21,3290.0,4990.0,JEANS|BEAUTY|BLAZERS,4.3
294,19,3290.0,4990.0,JACKETS|T-SHIRTS_SWEATSHIRTS|SHOES,4.1
295,29,3290.0,4990.0,WAISTCOATS_GILETS|SHORTS_SKORTS|KNITWEAR,4.6
296,49,2990.0,5990.0,DRESSES_JUMPSUITS,3.6
297,23,2590.0,4090.0,ACCESSORIES_JEWELLERY,4.1
298,20,890.0,4990.0,T-SHIRTS_SWEATSHIRTS|SKIRTS|PERFUMESNEW,4.7
299,28,3290.0,5590.0,T-SHIRTS_SWEATSHIRTS,4.7
300,44,590.0,3990.0,SHORTS_SKORTS,4.5
301,48,590.0,2990.0,SHIRTS|T-SHIRTS_SWEATSHIRTS|JACKETS,4.2
302,44,3290.0,4790.0,TROUSERS|WAISTCOATS_GILETS,4.1
303,32,2290.0,2990.0,JEANS|TOPS_BODYSUITS,3.6
304,34,4990.0,5990.0,SHIRTS,4.6
305,25,2990.0,8590.0,ACCESSORIES_JEWELLERY|BAGS,4.7
306,53,2990.0,4490.0,JEANS,4.7
307,23,1990.0,3290.0,SHIRTS,3.6
308,52,1890.0,4990.0,BEAUTY,4.1
309,41,3290.0,5990.0,SPECIAL PRICES|BLAZERS,4.5
310,34,3290.0,4990.0,JACKETS|WORKWEARNEW|BASICS,4.6
311,38,2590.0,3990.0,JACKETS,3.7
312,43,2290.0,3290.0,BLAZERS,4.0
313,24,2990.0,5590.0,SPECIAL PRICES,4.6
314,36,990.0,3290.0,TOPS_BODYSUITS,4.1
315,36,2590.0,4090.0,KNITWEAR|TROUSERS,4.1
316,40,1990.0,5990.0,WORKWEARNEW,3.8
317,35,2590.0,5990.0,SHIRTS|BAGS,4.6
318,42,5990.0,7990.0,SKIRTS|BAGS,4.4
319,50,2990.0,5990.0,LOUNGEWEARNEW,4.3
320,43,3290.0,8990.0,KNITWEAR,4.7
321,48,5990.0,7490.0,SHOES,4.1
322,46,790.0,3990.0,LOUNGEWEARNEW|WORKWEARNEW,3.7
323,46,1590.0,3290.0,JEANS,4.6
324,54,2590.0,4090.0,SHIRTS,3.7
325,38,2990.0,5990.0,JEANS,4.6
326,31,3990.0,5490.0,BEAUTY|SKIRTS,4.1
327,29,2990.0,4490.0,JEANS,3.7
328,36,3290.0,4990.0,SKIRTS|T-SHIRTS_SWEATSHIRTS,4.4
329,49,3290.0,7590.0,T-SHIRTS_SWEATSHIRTS|BASICS,3.8
330,35,2990.0,4490.0,BEAUTY,4.0
331,29,2590.0,3990.0,WAISTCOATS_GILETS,3.8
332,29,3290.0,4990.0,ACCESSORIES_JEWELLERY,3.9
333,53,1890.0,4990.0,PERFUMESNEW,4.1
334,41,3290.0,4790.0,ACCESSORIES_JEWELLERY|TROUSERS,4.6
335,18,2590.0,4090.0,LOUNGEWEARNEW|JACKETS|SPECIAL PRICES,4.1
336,38,2590.0,4990.0,JEANS|LOUNGEWEARNEW,4.5
337,48,3990.0,4990.0,SKIRTS,4.5
338,33,1290.0,3990.0,TOPS_BODYSUITS|SHOES|BASICS,3.8
339,39,2290.0,3790.0,WAISTCOATS_GILETS|SHOES,3.9
340,20,1990.0,3990.0,BLAZERS,4.6
341,43,1990.0,2990.0,BAGS,3.7
342,28,2990.0,3990.0,BLAZERS,4.6
343,48,3290.0,4990.0,DRESSES_JUMPSUITS,3.8
344,28,3290.0,4990.0,JACKETS,4.0
345,47,3290.0,4990.0,SKIRTS,4.4
346,26,2590.0,4090.0,SPECIAL PRICES,3.5
347,25,2290.0,3990.0,JACKETS|WORKWEARNEW,4.1
348,46,3290.0,4990.0,BAGS|SPECIAL PRICES,3.9
349,33,1890.0,3390.0,BEAUTY,4.1
350,33,2590.0,3290.0,SHOES|LOUNGEWEARNEW|SPECIAL PRICES,4.0
351,21,2290.0,2890.0,CO-ORD SETS|BAGS|WORKWEARNEW,4.1
352,35,3990.0,8590.0,BEAUTY,3.8
353,28,2890.0,4390.0,BLAZERS|TROUSERS,3.8
354,53,990.0,11990.0,DRESSES_JUMPSUITS,4.0
355,33,2590.0,4090.0,JEANS,3.5
356,47,3290.0,4990.0,T-SHIRTS_SWEATSHIRTS,3.8
357,19,3290.0,5590.0,T-SHIRTS_SWEATSHIRTS|SHIRTS|CO-ORD SETS,4.5
358,46,2290.0,3790.0,BASICS,3.7
359,34,3290.0,5990.0,WAISTCOATS_GILETS|BEAUTY,4.6
360,46,3290.0,5990.0,SPECIAL PRICES|WAISTCOATS_GILETS,3.8
361,37,990.0,4990.0,WORKWEARNEW,4.1
362,52,3290.0,4790.0,TOPS_BODYSUITS|JEANS,3.8
363,25,3290.0,4790.0,SHORTS_SKORTS|DRESSES_JUMPSUITS,4.5
364,31,3290.0,3990.0,SKIRTS|ACCESSORIES_JEWELLERY|T-SHIRTS_SWEATSHIRTS,4.3
365,33,1290.0,2590.0,WORKWEARNEW|BAGS,4.6
366,32,1290.0,2290.0,PERFUMESNEW,4.7
367,41,2590.0,4990.0,DRESSES_JUMPSUITS|SKIRTS|CO-ORD SETS,4.3
368,45,1890.0,3990.0,ACCESSORIES_JEWELLERY|TROUSERS,4.2
369,50,3990.0,5990.0,BAGS|KNITWEAR,3.5
370,19,3290.0,3990.0,KNITWEAR,4.4
371,46,2990.0,4990.0,PERFUMESNEW,4.6
372,47,3290.0,4990.0,SHIRTS,3.8
373,54,990.0,4990.0,JEANS,4.4
374,36,3290.0,7990.0,JACKETS|SPECIAL PRICES,4.0
375,48,1990.0,2990.0,BLAZERS|DRESSES_JUMPSUITS,3.9
376,52,3290.0,4790.0,BEAUTY|BASICS,4.6
377,26,3990.0,5990.0,TOPS_BODYSUITS,3.6
378,55,1890.0,5990.0,JEANS,3.6
379,40,2590.0,5990.0,PERFUMESNEW,4.4
380,37,3290.0,3990.0,TROUSERS|JEANS,4.4
381,35,2290.0,3990.0,SKIRTS,3.7
382,27,2890.0,4990.0,CO-ORD SETS|SPECIAL PRICES,4.5
383,50,2990.0,4490.0,WAISTCOATS_GILETS,3.6
384,44,3990.0,5990.0,BLAZERS|DRESSES_JUMPSUITS,4.6
385,29,1890.0,3290.0,WORKWEARNEW,4.2
386,23,2590.0,3990.0,SHOES|KNITWEAR,4.3
387,34,3290.0,3990.0,PERFUMESNEW|SKIRTS,4.0
388,34,2990.0,4990.0,WORKWEARNEW,4.4
389,38,2590.0,4990.0,TOPS_BODYSUITS,4.4
390,53,2290.0,4990.0,LOUNGEWEARNEW|PERFUMESNEW,4.1
391,20,4990.0,5990.0,SHOES|WORKWEARNEW,4.1
392,35,1890.0,4990.0,WAISTCOATS_GILETS|LOUNGEWEARNEW,4.7
393,21,2990.0,4490.0,BEAUTY|SHIRTS,3.5
394,45,2590.0,3990.0,JEANS,3.5
395,24,2990.0,3990.0,BEAUTY|WAISTCOATS_GILETS,4.3
396,33,2990.0,4490.0,JEANS,4.4
397,37,2290.0,3290.0,CO-ORD SETS,4.4
398,28,3290.0,4990.0,JACKETS|WORKWEARNEW,3.8
399,55,1990.0,2990.0,SHORTS_SKORTS,4.7
400,53,2590.0,4090.0,JACKETS|SHORTS_SKORTS,3.7
401,34,3290.0,3990.0,TOPS_BODYSUITS|SHORTS_SKORTS,4.7
402,30,1590.0,3990.0,TOPS_BODYSUITS|TROUSERS|SHIRTS,4.2
403,33,2290.0,3290.0,BEAUTY|PERFUMESNEW,4.4
404,22,2990.0,4490.0,KNITWEAR,3.7
405,39,2990.0,4490.0,KNITWEAR|BAGS|TROUSERS,3.5
